station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 22:00:00+00:00,146.0,74.0,53.83,69.1,21,21.0,32,1010,2.0,98,0,01n,22,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 23:00:00+00:00,146.0,74.0,53.83,69.1,21,21.0,33,1011,1.0,104,0,01n,23,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 00:00:00+00:00,154.0,81.0,59.86,71.31,20,20.0,33,1011,1.0,104,0,01n,0,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 01:00:00+00:00,154.0,81.0,59.86,71.31,20,20.0,34,1011,1.0,98,0,01n,1,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 02:00:00+00:00,154.0,81.0,59.86,71.31,21,21.0,33,1012,1.0,107,0,01d,2,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 03:00:00+00:00,154.0,81.0,59.86,71.31,24,24.0,27,1013,1.0,103,0,01d,3,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 04:00:00+00:00,154.0,81.0,59.86,71.31,27,27.0,22,1013,2.0,89,0,01d,4,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 05:00:00+00:00,154.0,81.0,59.86,71.31,29,29.0,19,1013,2.0,89,0,01d,5,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 06:00:00+00:00,154.0,81.0,59.86,71.31,32,32.0,16,1013,1.0,87,0,01d,6,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 07:00:00+00:00,154.0,81.0,59.86,71.31,33,33.0,15,1011,1.0,89,0,01d,7,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 08:00:00+00:00,154.0,81.0,59.86,71.31,34,34.0,14,1010,1.0,73,0,01d,8,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 09:00:00+00:00,154.0,81.0,59.86,71.31,34,34.0,13,1010,1.0,39,0,01d,9,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 10:00:00+00:00,154.0,81.0,59.86,71.31,34,34.0,13,1010,1.0,21,0,01d,10,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 11:00:00+00:00,154.0,81.0,59.86,71.31,33,33.0,14,1010,1.0,11,0,01d,11,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 12:00:00+00:00,154.0,81.0,59.86,71.31,29,29.0,18,1010,2.0,7,0,01d,12,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 13:00:00+00:00,154.0,81.0,59.86,71.31,27,27.0,20,1011,2.0,14,0,01n,13,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 14:00:00+00:00,154.0,81.0,59.86,71.31,26,26.0,21,1011,2.0,25,0,01n,14,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 15:00:00+00:00,154.0,81.0,59.86,71.31,25,25.0,23,1012,3.0,41,0,01n,15,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 16:00:00+00:00,154.0,81.0,59.86,71.31,24,24.0,25,1012,3.0,63,0,01n,16,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 17:00:00+00:00,154.0,81.0,59.86,71.31,24,24.0,26,1013,3.0,72,0,01n,17,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 18:00:00+00:00,154.0,81.0,59.86,71.31,23,23.0,28,1013,2.0,81,0,01n,18,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 19:00:00+00:00,154.0,81.0,59.86,71.31,23,23.0,30,1012,2.0,79,0,01n,19,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 20:00:00+00:00,154.0,81.0,59.86,71.31,22,22.0,32,1012,2.0,84,0,01n,20,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 21:00:00+00:00,154.0,81.0,59.86,71.31,21,21.0,33,1012,2.0,85,0,01n,21,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 22:00:00+00:00,154.0,81.0,59.86,71.31,21,21.0,34,1012,2.0,79,0,01n,22,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-02 23:00:00+00:00,154.0,81.0,59.86,71.31,21,21.0,34,1012,2.0,70,0,01n,23,2024-11-02,Saturday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 00:00:00+00:00,152.0,77.0,56.99,64.47,20,20.0,34,1012,2.0,71,0,01n,0,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 01:00:00+00:00,152.0,77.0,56.99,64.47,20,20.0,35,1013,2.0,84,0,01n,1,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 02:00:00+00:00,152.0,77.0,56.99,64.47,20,20.0,34,1013,2.0,97,0,01d,2,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 03:00:00+00:00,152.0,77.0,56.99,64.47,23,23.0,30,1014,2.0,90,0,01d,3,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 04:00:00+00:00,152.0,77.0,56.99,64.47,26,26.0,26,1014,2.0,85,0,01d,4,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 05:00:00+00:00,152.0,77.0,56.99,64.47,29,29.0,23,1013,2.0,79,0,01d,5,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 06:00:00+00:00,152.0,77.0,56.99,64.47,31,31.0,20,1013,2.0,62,0,01d,6,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 07:00:00+00:00,152.0,77.0,56.99,64.47,33,33.0,17,1012,1.0,42,0,01d,7,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 08:00:00+00:00,152.0,77.0,56.99,64.47,33,33.0,14,1011,1.0,9,0,01d,8,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 09:00:00+00:00,152.0,77.0,56.99,64.47,34,34.0,13,1010,2.0,355,0,01d,9,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 10:00:00+00:00,152.0,77.0,56.99,64.47,33,33.0,13,1010,2.0,353,0,01d,10,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 11:00:00+00:00,152.0,77.0,56.99,64.47,32,32.0,14,1010,2.0,352,0,01d,11,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 12:00:00+00:00,152.0,77.0,56.99,64.47,29,29.0,17,1010,2.0,352,0,01d,12,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 13:00:00+00:00,152.0,77.0,56.99,64.47,27,27.0,19,1010,2.0,357,0,01n,13,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 14:00:00+00:00,152.0,77.0,56.99,64.47,26,26.0,21,1011,2.0,11,0,01n,14,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 15:00:00+00:00,152.0,77.0,56.99,64.47,25,25.0,22,1012,2.0,30,0,01n,15,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 16:00:00+00:00,152.0,77.0,56.99,64.47,24,24.0,23,1012,2.0,46,0,02n,16,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 17:00:00+00:00,152.0,77.0,56.99,64.47,24,24.0,24,1012,2.0,56,0,03n,17,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 18:00:00+00:00,152.0,77.0,56.99,64.47,23,23.0,25,1012,2.0,62,0,03n,18,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 19:00:00+00:00,152.0,77.0,56.99,64.47,23,23.0,26,1011,2.0,62,0,04n,19,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 20:00:00+00:00,152.0,77.0,56.99,64.47,22,22.0,27,1011,2.0,66,0,04n,20,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 21:00:00+00:00,152.0,77.0,56.99,64.47,22,22.0,29,1011,2.0,68,0,04n,21,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 22:00:00+00:00,152.0,77.0,56.99,64.47,21,21.0,31,1010,1.0,73,0,04n,22,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-03 23:00:00+00:00,152.0,77.0,56.99,64.47,20,20.0,32,1010,1.0,70,0,04n,23,2024-11-03,Sunday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-04 00:00:00+00:00,156.0,85.0,63.26,77.82,20,20.0,33,1010,1.0,75,0,04n,0,2024-11-04,Monday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-04 01:00:00+00:00,156.0,85.0,63.26,77.82,20,20.0,33,1011,1.0,89,0,01n,1,2024-11-04,Monday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-04 02:00:00+00:00,156.0,85.0,63.26,77.82,20,20.0,33,1011,1.0,85,0,01d,2,2024-11-04,Monday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,current,2024-10-31 01:00:00+00:00,200.0,164.0,125.0,,21,,73,1013,0.0,0,0,50d,1,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 03:00:00+00:00,246.0,221.0,171.3,,21,,78,1013,0.0,0,0,50d,3,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 04:00:00+00:00,265.0,240.0,190.4,,21,,78,1012,1.54,300,0,50n,4,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 05:00:00+00:00,272.0,247.0,197.5,,22,,73,1011,0.0,0,0,50n,5,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 06:00:00+00:00,259.0,234.0,184.1,,22,,78,1011,1.54,300,0,50n,6,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 07:00:00+00:00,237.0,212.0,162.1,,23,,73,1011,1.54,310,0,50n,7,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 08:00:00+00:00,230.0,205.0,154.7,,23,,68,1011,2.06,330,0,50n,8,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 09:00:00+00:00,220.0,193.0,145.1,,23,,68,1011,2.57,330,0,50n,9,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 10:00:00+00:00,219.0,190.0,143.3,,24,,64,1012,0.0,0,0,50n,10,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 11:00:00+00:00,216.0,186.0,140.5,,24,,64,1012,0.0,0,0,50n,11,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 12:00:00+00:00,207.0,174.0,131.7,,26,,53,1011,2.06,310,0,50n,12,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 13:00:00+00:00,213.0,183.0,138.0,,27,,47,1011,2.57,310,0,50n,13,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 14:00:00+00:00,255.0,230.0,179.9,,28,,44,1011,4.12,290,0,50n,14,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 15:00:00+00:00,254.0,229.0,178.9,,28,,44,1010,3.09,320,0,50n,15,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 17:00:00+00:00,206.0,173.0,131.0,,30,,42,1009,2.57,340,0,50n,17,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 18:00:00+00:00,250.0,225.0,175.1,,32,,40,1009,5.14,340,0,50d,18,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 19:00:00+00:00,,,,,33,,40,1008,4.12,310,0,50d,19,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 20:00:00+00:00,,,,,32,,43,1008,3.09,30,0,50d,20,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 21:00:00+00:00,808.0,408.0,480.3,,32,,45,1008,3.09,340,0,50d,21,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 22:00:00+00:00,846.0,409.0,499.4,,31,,48,1009,0.0,0,0,50d,22,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-29 23:00:00+00:00,,,,,29,,54,1010,3.09,360,0,50d,23,2024-10-29,Tuesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 00:00:00+00:00,707.0,405.0,429.4,,29,,54,1011,0.0,0,0,50d,0,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 01:00:00+00:00,398.0,324.0,274.1,,27,,61,1011,2.06,360,0,50d,1,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 02:00:00+00:00,260.0,235.0,184.7,,24,,73,1011,3.09,70,0,50d,2,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 04:00:00+00:00,220.0,193.0,144.9,,23,,73,1011,2.06,30,0,50d,4,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 05:00:00+00:00,221.0,194.0,145.5,,22,,78,1010,4.12,30,0,50d,5,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 06:00:00+00:00,211.0,179.0,135.3,,22,,78,1009,3.09,360,0,50n,6,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 07:00:00+00:00,217.0,189.0,142.0,,22,,83,1009,2.57,350,0,50n,7,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 08:00:00+00:00,197.0,159.0,121.1,,23,,83,1008,2.06,330,0,50n,8,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 09:00:00+00:00,197.0,159.0,121.1,,23,,83,1008,2.06,30,0,50n,9,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 10:00:00+00:00,189.0,143.0,109.5,,24,,78,1008,1.54,80,0,50n,10,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 11:00:00+00:00,189.0,143.0,109.6,,24,,73,1008,2.06,60,0,50n,11,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 12:00:00+00:00,167.0,104.0,78.2,,24,,73,1008,3.09,90,0,50n,12,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 13:00:00+00:00,167.0,104.0,78.2,,24,,73,1008,2.06,90,0,50n,13,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 14:00:00+00:00,177.0,122.0,93.0,,26,,65,1009,3.09,40,0,50n,14,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 15:00:00+00:00,178.0,124.0,93.9,,27,,61,1009,3.09,40,0,50n,15,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 17:00:00+00:00,187.0,141.0,107.4,,27,,61,1008,3.09,40,0,50n,17,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 18:00:00+00:00,187.0,140.0,107.2,,28,,61,1008,2.06,40,0,50n,18,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 19:00:00+00:00,187.0,140.0,107.2,,30,,48,1007,2.06,70,0,50n,19,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 20:00:00+00:00,186.0,138.0,105.2,,32,,45,1006,3.09,50,0,50d,20,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 21:00:00+00:00,192.0,149.0,113.9,,32,,45,1006,2.57,80,0,50d,21,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 22:00:00+00:00,192.0,148.0,113.6,,31,,48,1006,3.6,70,0,50d,22,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-30 23:00:00+00:00,208.0,176.0,133.0,,31,,48,1007,3.09,90,0,50d,23,2024-10-30,Wednesday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-31 00:00:00+00:00,208.0,176.0,133.0,,30,,54,1008,3.09,90,0,50d,0,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,history,2024-10-31 01:00:00+00:00,182.0,131.0,100.1,,28,,65,1009,3.09,90,0,50d,1,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 02:00:00+00:00,182.0,131.0,,,21,,78,1013,0.0,0,0,50d,2,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 03:00:00+00:00,180.0,128.0,74.32,121.86,22,22.0,69,1013,2.0,320,0,01d,3,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 04:00:00+00:00,179.0,126.0,74.32,121.86,24,24.0,59,1013,3.0,314,0,01d,4,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 05:00:00+00:00,178.0,123.0,74.32,121.86,26,26.0,47,1013,3.0,307,0,01d,5,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 06:00:00+00:00,176.0,120.0,74.32,121.86,30,30.0,34,1013,3.0,301,0,01d,6,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 07:00:00+00:00,175.0,118.0,74.32,121.86,33,33.0,19,1012,3.0,299,0,01d,7,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 08:00:00+00:00,173.0,115.0,74.32,121.86,34,34.0,17,1011,3.0,303,0,01d,8,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 09:00:00+00:00,172.0,112.0,74.32,121.86,34,34.0,16,1010,3.0,307,0,01d,9,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 10:00:00+00:00,170.0,110.0,74.32,121.86,34,34.0,15,1009,3.0,308,0,01d,10,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 11:00:00+00:00,169.0,107.0,74.32,121.86,33,33.0,15,1009,3.0,310,0,01d,11,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 12:00:00+00:00,167.0,104.0,74.32,121.86,30,30.0,18,1009,2.0,307,0,01d,12,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 13:00:00+00:00,166.0,102.0,74.32,121.86,28,28.0,20,1010,1.0,302,0,01n,13,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 14:00:00+00:00,164.0,99.0,74.32,121.86,27,27.0,20,1010,1.0,309,0,01n,14,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 15:00:00+00:00,164.0,99.0,74.32,121.86,26,26.0,21,1011,2.0,322,0,01n,15,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 16:00:00+00:00,164.0,99.0,74.32,121.86,25,25.0,23,1011,2.0,342,0,01n,16,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 17:00:00+00:00,164.0,99.0,74.32,121.86,24,24.0,24,1011,2.0,351,0,01n,17,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 18:00:00+00:00,164.0,99.0,74.32,121.86,24,24.0,25,1011,2.0,328,0,01n,18,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 19:00:00+00:00,164.0,99.0,74.32,121.86,23,23.0,26,1011,1.0,344,0,01n,19,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 20:00:00+00:00,164.0,99.0,74.32,121.86,22,22.0,27,1011,1.0,0,0,01n,20,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 21:00:00+00:00,164.0,99.0,74.32,121.86,22,22.0,28,1010,1.0,359,0,01n,21,2024-10-31,Thursday
Phase8-DHA,Lahore,Punjab,Pakistan,station,74.43859593942761,31.521163097044873,forecast,2024-10-31 22:00:00+00:00,164.0,99.0,74.32,121.86,22,22.0,29,1010,1.0,342,0,01n,22,2024-10-31,Thursday
